"","FY","VendorSize","Place","Area","CrisisFunding","Amount","Actions"
"799",2010,"Medium","Domestic","R&D","ARRA",0.300971042830591,NA
"800",2010,"Medium","Domestic","R&D","Disaster",-0.00198522329515941,NA
"801",2010,"Medium","Domestic","R&D","Residual",12.456472303072,NA
"802",2010,"Medium","Iraq","Products","Residual",0.358771733587527,1652
"803",2010,"Medium","Iraq","Services","Residual",1.04533913362929,1075
"804",2010,"Medium","Iraq","R&D","Residual",0.159703520738734,88
"805",2010,"Medium","Regional Support","Products","Residual",0.338682871910043,3259
"806",2010,"Medium","Regional Support","Services","Disaster",-0.000315554807115165,1
"807",2010,"Medium","Regional Support","Services","Residual",2.29599925011866,3609
"808",2010,"Medium","Regional Support","R&D","Residual",0.0583358735210842,84
"809",2010,"Medium","Rest of World","Products","ARRA",0.0222078748183796,47
"810",2010,"Medium","Rest of World","Products","Disaster",0.00385370914148635,27
"811",2010,"Medium","Rest of World","Products","Residual",4.65172490206307,120295
"812",2010,"Medium","Rest of World","Services","ARRA",0.0100478118826248,7
"813",2010,"Medium","Rest of World","Services","Disaster",0.0733157927141223,78
"814",2010,"Medium","Rest of World","Services","Residual",7.15794725847371,45221
"815",2010,"Medium","Rest of World","R&D","Disaster",3.28182616113368e-05,3
"816",2010,"Medium","Rest of World","R&D","Residual",0.405538598139649,862
"817",2010,"Small","Afghanistan","Products","Disaster",0.000114293590622473,1
"818",2010,"Small","Afghanistan","Products","Residual",0.131601124390302,890
"819",2010,"Small","Afghanistan","Services","Residual",0.337561291608835,511
"820",2010,"Small","Afghanistan","R&D","Residual",0.132433549309106,33
"821",2010,"Small","Domestic","Products","ARRA",0.47572579285208,NA
"822",2010,"Small","Domestic","Products","Disaster",0.00835174146629572,NA
"823",2010,"Small","Domestic","Products","Residual",30.9753065478626,NA
"824",2010,"Small","Domestic","Services","ARRA",5.72282153573084,NA
"825",2010,"Small","Domestic","Services","Disaster",-0.108200653024376,NA
"826",2010,"Small","Domestic","Services","Residual",63.9870619382419,NA
"827",2010,"Small","Domestic","R&D","ARRA",0.207726008549121,NA
"828",2010,"Small","Domestic","R&D","Disaster",-0.0234143647859505,NA
"829",2010,"Small","Domestic","R&D","Residual",6.86677587236744,NA
"830",2010,"Small","Iraq","Products","Residual",0.161874372543154,528
"831",2010,"Small","Iraq","Services","Residual",0.170236728934156,430
"832",2010,"Small","Iraq","R&D","Residual",0.00124615439349036,24
"833",2010,"Small","Regional Support","Products","Disaster",4.5020571899308e-06,1
"834",2010,"Small","Regional Support","Products","Residual",0.0343399219676946,396
"835",2010,"Small","Regional Support","Services","Disaster",7.04770200620933e-06,1
"836",2010,"Small","Regional Support","Services","Residual",0.0796895057429841,358
"837",2010,"Small","Regional Support","R&D","Residual",0.000154159314767734,11
"838",2010,"Small","Rest of World","Products","ARRA",0.0017434465464758,9
"839",2010,"Small","Rest of World","Products","Disaster",0.0058435797011213,28
"840",2010,"Small","Rest of World","Products","Residual",0.512629655949972,5585
"841",2010,"Small","Rest of World","Services","ARRA",0.000550354977061244,2
"842",2010,"Small","Rest of World","Services","Disaster",0.00396528539654922,52
"843",2010,"Small","Rest of World","Services","Residual",0.764214178401623,4649
"844",2010,"Small","Rest of World","R&D","Disaster",8.15938242518516e-05,5
"845",2010,"Small","Rest of World","R&D","Residual",0.0749434002791241,316
"846",2011,"Big Five","Afghanistan","Products","Disaster",4.87221912869894e-05,7
"847",2011,"Big Five","Afghanistan","Products","Residual",1.54359831305074,15961
"848",2011,"Big Five","Afghanistan","Services","ARRA",0.0260610194051689,20
"849",2011,"Big Five","Afghanistan","Services","Disaster",1.75492063446414e-05,1
"850",2011,"Big Five","Afghanistan","Services","Residual",2.08887486822288,10754
"851",2011,"Big Five","Afghanistan","R&D","Disaster",2.39508377426875e-05,2
"852",2011,"Big Five","Afghanistan","R&D","Residual",0.520443222946886,344
"853",2011,"Big Five","Domestic","Products","ARRA",0.295099747556368,50
"854",2011,"Big Five","Domestic","Products","Disaster",0.00381445903126558,NA
"855",2011,"Big Five","Domestic","Products","Residual",76.3776658316481,NA
"856",2011,"Big Five","Domestic","Services","ARRA",0.415227504714969,NA
"857",2011,"Big Five","Domestic","Services","Disaster",0.0108409101278351,NA
"858",2011,"Big Five","Domestic","Services","Residual",25.0598341398344,NA
"859",2011,"Big Five","Domestic","R&D","ARRA",0.0100009627069165,NA
"860",2011,"Big Five","Domestic","R&D","Disaster",0.00402551594403415,14
"861",2011,"Big Five","Domestic","R&D","Residual",26.6045934010821,NA
"862",2011,"Big Five","Iraq","Products","Residual",0.0231039884103595,1568
"863",2011,"Big Five","Iraq","Services","ARRA",0.000187620160412956,1
"864",2011,"Big Five","Iraq","Services","Disaster",1.60601827760051e-05,1
"865",2011,"Big Five","Iraq","Services","Residual",0.405372579419755,3507
"866",2011,"Big Five","Iraq","R&D","Residual",0.28209546874823,231
"867",2011,"Big Five","Regional Support","Products","Residual",0.116174578128433,3950
"868",2011,"Big Five","Regional Support","Services","ARRA",0.0789190271418993,13
"869",2011,"Big Five","Regional Support","Services","Residual",0.324331536164491,1318
"870",2011,"Big Five","Regional Support","R&D","Residual",0.0358915912306675,97
"871",2011,"Big Five","Rest of World","Products","ARRA",0.00691706303259801,5
"872",2011,"Big Five","Rest of World","Products","Disaster",0.000301080640029426,17
"873",2011,"Big Five","Rest of World","Products","Residual",1.32776393225403,24531
"874",2011,"Big Five","Rest of World","Services","ARRA",0.00343996611518406,14
"875",2011,"Big Five","Rest of World","Services","Disaster",0.000523783025318296,25
"876",2011,"Big Five","Rest of World","Services","Residual",1.40071461296748,26611
"877",2011,"Big Five","Rest of World","R&D","ARRA",1.07445813536264e-05,2
"878",2011,"Big Five","Rest of World","R&D","Residual",0.312489941850535,1789
"879",2011,"Large","Afghanistan","Products","Residual",0.804466642654176,407
"880",2011,"Large","Afghanistan","Services","Residual",6.64522594400555,804
"881",2011,"Large","Afghanistan","R&D","Residual",0.0490534365558364,13
"882",2011,"Large","Domestic","Products","ARRA",0.126687160878007,NA
"883",2011,"Large","Domestic","Products","Disaster",0.0120988506823747,NA
"884",2011,"Large","Domestic","Products","Residual",63.6050800113254,NA
"885",2011,"Large","Domestic","Services","ARRA",0.372643186115037,NA
"886",2011,"Large","Domestic","Services","Disaster",0.452923015325608,NA
"887",2011,"Large","Domestic","Services","Residual",78.5770417947984,NA
"888",2011,"Large","Domestic","R&D","ARRA",0.0182799999249958,106
"889",2011,"Large","Domestic","R&D","Disaster",0.00323529171049656,11
"890",2011,"Large","Domestic","R&D","Residual",21.5429109996499,NA
"891",2011,"Large","Iraq","Products","Residual",0.425784186088746,96
"892",2011,"Large","Iraq","Services","Residual",3.39938631499637,767
"893",2011,"Large","Iraq","R&D","Residual",0.0021756235463547,37
"894",2011,"Large","Regional Support","Products","ARRA",0.0001433514897174,1
"895",2011,"Large","Regional Support","Products","Residual",1.83412590096735,1619
"896",2011,"Large","Regional Support","Services","Disaster",0,2
"897",2011,"Large","Regional Support","Services","Residual",1.95537723995717,873
"898",2011,"Large","Regional Support","R&D","Residual",0.011975340825237,15
"899",2011,"Large","Rest of World","Products","ARRA",0.00094510046787152,4
"900",2011,"Large","Rest of World","Products","Disaster",0.00103496211491693,12
"901",2011,"Large","Rest of World","Products","Residual",4.47102567597897,4345
"902",2011,"Large","Rest of World","Services","ARRA",0.00882862642577849,6
"903",2011,"Large","Rest of World","Services","Disaster",0.00529807735926061,16
"904",2011,"Large","Rest of World","Services","Residual",2.70576668546711,12981
"905",2011,"Large","Rest of World","R&D","Residual",0.553966211496234,143
"906",2011,"Medium","Afghanistan","Products","Disaster",0,1
"907",2011,"Medium","Afghanistan","Products","Residual",1.49006789218915,3382
"908",2011,"Medium","Afghanistan","Services","Disaster",0.00053917276459664,2
"909",2011,"Medium","Afghanistan","Services","Residual",5.29090615360995,4568
"910",2011,"Medium","Afghanistan","R&D","Residual",0.0992797406338766,51
"911",2011,"Medium","Domestic","Products","ARRA",0.0753466683782071,NA
"912",2011,"Medium","Domestic","Products","Disaster",0.0186170657337931,NA
"913",2011,"Medium","Domestic","Products","Residual",35.4059962603875,NA
"914",2011,"Medium","Domestic","Services","ARRA",0.453577309777694,NA
"915",2011,"Medium","Domestic","Services","Disaster",0.107621115047237,NA
"916",2011,"Medium","Domestic","Services","Residual",70.9390393109338,NA
"917",2011,"Medium","Domestic","R&D","ARRA",0.0324494821127635,NA
"918",2011,"Medium","Domestic","R&D","Disaster",1.5950633184884e-05,10
"919",2011,"Medium","Domestic","R&D","Residual",12.3941216725871,NA
"920",2011,"Medium","Iraq","Products","Disaster",-4.46707070590871e-06,1
"921",2011,"Medium","Iraq","Products","Residual",0.377170866121371,499
"922",2011,"Medium","Iraq","Services","Disaster",0,1
"923",2011,"Medium","Iraq","Services","Residual",1.6524193988059,1024
"924",2011,"Medium","Iraq","R&D","Residual",0.147084757962394,77
"925",2011,"Medium","Regional Support","Products","Residual",0.49382513885073,2385
"926",2011,"Medium","Regional Support","Services","Residual",1.50986099081145,3144
"927",2011,"Medium","Regional Support","R&D","Residual",0.0358186860947712,96
"928",2011,"Medium","Rest of World","Products","ARRA",0.00030441576565434,9
"929",2011,"Medium","Rest of World","Products","Disaster",0.00100359986444312,22
"930",2011,"Medium","Rest of World","Products","Residual",5.87835719208738,139102
"931",2011,"Medium","Rest of World","Services","ARRA",-0.0146032660972576,17
"932",2011,"Medium","Rest of World","Services","Disaster",0.126029165064313,123
"933",2011,"Medium","Rest of World","Services","Residual",7.32779346846172,53672
"934",2011,"Medium","Rest of World","R&D","Disaster",0.000157304704143785,1
"935",2011,"Medium","Rest of World","R&D","Residual",0.225235642175592,855
"936",2011,"Small","Afghanistan","Products","Residual",0.0561692557094101,695
"937",2011,"Small","Afghanistan","Services","Residual",0.354649816983741,539
"938",2011,"Small","Afghanistan","R&D","Residual",0.0841102206982978,22
"939",2011,"Small","Domestic","Products","ARRA",0.0522639886502625,NA
"940",2011,"Small","Domestic","Products","Disaster",0.0161430391840413,NA
"941",2011,"Small","Domestic","Products","Residual",29.5847079576958,NA
"942",2011,"Small","Domestic","Services","ARRA",0.317069150144978,NA
"943",2011,"Small","Domestic","Services","Disaster",0.053916948597946,NA
"944",2011,"Small","Domestic","Services","Residual",62.708769368829,NA
"945",2011,"Small","Domestic","R&D","ARRA",0.0192580309999583,NA
"946",2011,"Small","Domestic","R&D","Disaster",0.00132559746733002,NA
"947",2011,"Small","Domestic","R&D","Residual",6.89136063498959,NA
"948",2011,"Small","Iraq","Products","Residual",0.11436462375721,219
"949",2011,"Small","Iraq","Services","Residual",0.142903763431449,321
"950",2011,"Small","Iraq","R&D","Residual",-6.10163462890824e-05,5
"951",2011,"Small","Regional Support","Products","Residual",0.00759633256855984,250
"952",2011,"Small","Regional Support","Services","Residual",0.353217851936748,432
"953",2011,"Small","Regional Support","R&D","Residual",0.000785564376823072,6
"954",2011,"Small","Rest of World","Products","ARRA",0.000239632817253683,4
"955",2011,"Small","Rest of World","Products","Disaster",9.07703236781681e-05,5
"956",2011,"Small","Rest of World","Products","Residual",0.528920693061468,4660
"957",2011,"Small","Rest of World","Services","ARRA",0,1
"958",2011,"Small","Rest of World","Services","Disaster",0.0257272648550759,16
"959",2011,"Small","Rest of World","Services","Residual",0.917776390765323,3933
"960",2011,"Small","Rest of World","R&D","Residual",0.0520721463954283,154
"961",2012,"Big Five","Afghanistan","Products","Disaster",5.38566820594903e-06,1
"962",2012,"Big Five","Afghanistan","Products","OCO",0.674319628081958,4835
"963",2012,"Big Five","Afghanistan","Products","Residual",0.15136033834167,2907
"964",2012,"Big Five","Afghanistan","Services","OCO",1.05073395832089,8386
"965",2012,"Big Five","Afghanistan","Services","Residual",0.698915752949475,2946
"966",2012,"Big Five","Afghanistan","R&D","OCO",0.0120804669965142,32
"967",2012,"Big Five","Afghanistan","R&D","Residual",0.600548411467549,144
"968",2012,"Big Five","Domestic","Products","ARRA",0.00302611868792948,17
"969",2012,"Big Five","Domestic","Products","Disaster",4.32313269736006e-06,3
"970",2012,"Big Five","Domestic","Products","OCO",0.246078590081239,NA
"971",2012,"Big Five","Domestic","Products","Residual",70.5709824267648,NA
"972",2012,"Big Five","Domestic","Services","ARRA",0.0130598035973705,NA
"973",2012,"Big Five","Domestic","Services","Disaster",0.000722348947394819,89
"974",2012,"Big Five","Domestic","Services","OCO",0.0376118254625619,NA
"975",2012,"Big Five","Domestic","Services","Residual",26.8472053469825,NA
"976",2012,"Big Five","Domestic","R&D","ARRA",0.00974200468958128,NA
"977",2012,"Big Five","Domestic","R&D","Disaster",0,NA
"978",2012,"Big Five","Domestic","R&D","OCO",0.00381365995503861,NA
"979",2012,"Big Five","Domestic","R&D","Residual",23.1690368398818,NA
"980",2012,"Big Five","Iraq","Products","OCO",-1.72622918004814e-05,2
"981",2012,"Big Five","Iraq","Products","Residual",0.0389580860637767,1648
"982",2012,"Big Five","Iraq","Services","OCO",4.54058856602953e-05,4
"983",2012,"Big Five","Iraq","Services","Residual",0.283135034072714,1017
"984",2012,"Big Five","Iraq","R&D","Residual",0.00200226868953115,73
"985",2012,"Big Five","Regional Support","Products","OCO",0.00856810476134643,48
"986",2012,"Big Five","Regional Support","Products","Residual",0.0232048358779239,1592
"987",2012,"Big Five","Regional Support","Services","Disaster",4.06366131761788e-06,1
"988",2012,"Big Five","Regional Support","Services","OCO",0.0199251739137839,46
"989",2012,"Big Five","Regional Support","Services","Residual",0.191000050402138,1236
"990",2012,"Big Five","Regional Support","R&D","Residual",0.0632197585478669,68
"991",2012,"Big Five","Rest of World","Products","ARRA",-6.28645640532081e-06,3
"992",2012,"Big Five","Rest of World","Products","Disaster",1.16759826891715e-05,2
"993",2012,"Big Five","Rest of World","Products","OCO",0.00739614179676296,78
"994",2012,"Big Five","Rest of World","Products","Residual",0.613577273759801,27138
"995",2012,"Big Five","Rest of World","Services","ARRA",0.0615109438242972,2
"996",2012,"Big Five","Rest of World","Services","Disaster",0.000159597609064872,3
"997",2012,"Big Five","Rest of World","Services","OCO",0.00517594113089479,115
"998",2012,"Big Five","Rest of World","Services","Residual",1.50334580921027,26574
"999",2012,"Big Five","Rest of World","R&D","ARRA",0,2
"1000",2012,"Big Five","Rest of World","R&D","Residual",0.126120037412136,554
"1001",2012,"Large","Afghanistan","Products","OCO",0.00130103498163758,20
"1002",2012,"Large","Afghanistan","Products","Residual",0.211541244573784,72
"1003",2012,"Large","Afghanistan","Services","OCO",2.62966431080022,482960
"1004",2012,"Large","Afghanistan","Services","Residual",5.85896275102218,42399
"1005",2012,"Large","Afghanistan","R&D","Residual",0.0498302282537007,15
"1006",2012,"Large","Domestic","Products","ARRA",0.393336586318639,NA
"1007",2012,"Large","Domestic","Products","Disaster",0.00135223904744941,36
"1008",2012,"Large","Domestic","Products","OCO",0.158003251364913,NA
"1009",2012,"Large","Domestic","Products","Residual",67.4378308581592,NA
"1010",2012,"Large","Domestic","Services","ARRA",0.0875572109497302,NA
"1011",2012,"Large","Domestic","Services","Disaster",0.289641632048577,NA
"1012",2012,"Large","Domestic","Services","OCO",0.0892008144385767,NA
"1013",2012,"Large","Domestic","Services","Residual",70.7258572575298,NA
"1014",2012,"Large","Domestic","R&D","ARRA",0.00485103251648221,NA
"1015",2012,"Large","Domestic","R&D","Disaster",0.000260680939300534,3
"1016",2012,"Large","Domestic","R&D","OCO",0.0020471089079804,5
"1017",2012,"Large","Domestic","R&D","Residual",20.7627062333118,NA
"1018",2012,"Large","Iraq","Products","Residual",0.159435982815883,73
"1019",2012,"Large","Iraq","Services","OCO",0.0014156800291956,10
"1020",2012,"Large","Iraq","Services","Residual",0.881863310316572,539
"1021",2012,"Large","Iraq","R&D","Residual",0.0282925133206891,8
"1022",2012,"Large","Regional Support","Products","Residual",2.12208543091424,133
"1023",2012,"Large","Regional Support","Services","Disaster",0,1
"1024",2012,"Large","Regional Support","Services","OCO",0.628495136548185,2120
"1025",2012,"Large","Regional Support","Services","Residual",1.61226100332238,8929
"1026",2012,"Large","Regional Support","R&D","Residual",0.00778563641830675,13
"1027",2012,"Large","Rest of World","Products","ARRA",-0.000302917507809764,5
"1028",2012,"Large","Rest of World","Products","OCO",0.0130401905891318,2
"1029",2012,"Large","Rest of World","Products","Residual",4.03472474932668,4157
"1030",2012,"Large","Rest of World","Services","ARRA",0.00782042817901602,2
"1031",2012,"Large","Rest of World","Services","OCO",0.222561934191174,1248
"1032",2012,"Large","Rest of World","Services","Residual",2.53203983924649,107682
"1033",2012,"Large","Rest of World","R&D","Residual",0.70896554207043,101
"1034",2012,"Medium","Afghanistan","Products","OCO",0.011776470853541,167
"1035",2012,"Medium","Afghanistan","Products","Residual",1.80512844180003,782
"1036",2012,"Medium","Afghanistan","Services","ARRA",0,1
"1037",2012,"Medium","Afghanistan","Services","OCO",1.72759319386592,622141
"1038",2012,"Medium","Afghanistan","Services","Residual",2.99157703913236,32450
"1039",2012,"Medium","Afghanistan","R&D","Disaster",7.32023359268615e-07,1
"1040",2012,"Medium","Afghanistan","R&D","OCO",0.0189400162658441,2
"1041",2012,"Medium","Afghanistan","R&D","Residual",0.00447094262716688,27
"1042",2012,"Medium","Domestic","Products","ARRA",0.00695391417398938,NA
"1043",2012,"Medium","Domestic","Products","Disaster",0.0041618573874788,NA
"1044",2012,"Medium","Domestic","Products","OCO",0.315118495164264,NA
"1045",2012,"Medium","Domestic","Products","Residual",32.1528014342619,NA
"1046",2012,"Medium","Domestic","Services","ARRA",0.238146358527157,NA
"1047",2012,"Medium","Domestic","Services","Disaster",0.0976524001588014,NA
"1048",2012,"Medium","Domestic","Services","OCO",0.0947599638284551,NA
"1049",2012,"Medium","Domestic","Services","Residual",61.890281120639,NA
"1050",2012,"Medium","Domestic","R&D","ARRA",0.00651440408744459,NA
"1051",2012,"Medium","Domestic","R&D","Disaster",0.000139247666237989,11
"1052",2012,"Medium","Domestic","R&D","OCO",0.00170547897727981,NA
"1053",2012,"Medium","Domestic","R&D","Residual",11.8619903154466,NA
"1054",2012,"Medium","Iraq","Products","Residual",-0.220453712265653,312
"1055",2012,"Medium","Iraq","Services","OCO",-0.00260359173518089,8
"1056",2012,"Medium","Iraq","Services","Residual",1.00984050489068,664
"1057",2012,"Medium","Iraq","R&D","Residual",0.0522053551470559,33
"1058",2012,"Medium","Regional Support","Products","ARRA",0,1
"1059",2012,"Medium","Regional Support","Products","OCO",0.000340007661079134,5
"1060",2012,"Medium","Regional Support","Products","Residual",0.071111459627624,1086
"1061",2012,"Medium","Regional Support","Services","ARRA",2.52925159994464e-06,1
"1062",2012,"Medium","Regional Support","Services","OCO",0.155570900396542,130
"1063",2012,"Medium","Regional Support","Services","Residual",1.08079215555956,3686
"1064",2012,"Medium","Regional Support","R&D","OCO",0.00300910202013724,38
"1065",2012,"Medium","Regional Support","R&D","Residual",0.0239368557336407,41
"1066",2012,"Medium","Rest of World","Products","ARRA",-0.000298538756227194,27
"1067",2012,"Medium","Rest of World","Products","OCO",0.023390627729639,53
"1068",2012,"Medium","Rest of World","Products","Residual",5.87090270354736,136879
"1069",2012,"Medium","Rest of World","Services","ARRA",0.0131754047183415,16
"1070",2012,"Medium","Rest of World","Services","Disaster",-3.11330203082871e-06,7
"1071",2012,"Medium","Rest of World","Services","OCO",0.181206119852506,3702
"1072",2012,"Medium","Rest of World","Services","Residual",9.10764720634113,228184
"1073",2012,"Medium","Rest of World","R&D","ARRA",-8.66113880639284e-05,2
"1074",2012,"Medium","Rest of World","R&D","Residual",0.250028271796746,636
"1075",2012,"Small","Afghanistan","Products","OCO",0.0874158339477348,57
"1076",2012,"Small","Afghanistan","Products","Residual",0.0903658772933965,156
"1077",2012,"Small","Afghanistan","Services","OCO",0.794860093024744,99342
"1078",2012,"Small","Afghanistan","Services","Residual",0.314220144894745,799
"1079",2012,"Small","Afghanistan","R&D","OCO",0.0739804630250922,4
"1080",2012,"Small","Afghanistan","R&D","Residual",0.0851596862040889,26
"1081",2012,"Small","Domestic","Products","ARRA",0.0157997406710563,NA
"1082",2012,"Small","Domestic","Products","Disaster",0.00228925162655496,NA
"1083",2012,"Small","Domestic","Products","OCO",0.266267529259061,NA
"1084",2012,"Small","Domestic","Products","Residual",27.8487420899875,NA
"1085",2012,"Small","Domestic","Services","ARRA",0.0898176325782304,NA
"1086",2012,"Small","Domestic","Services","Disaster",0.0639037390565112,NA
"1087",2012,"Small","Domestic","Services","OCO",0.0116271159211944,NA
"1088",2012,"Small","Domestic","Services","Residual",59.2710073699371,NA
"1089",2012,"Small","Domestic","R&D","ARRA",-0.00140594844477819,56
"1090",2012,"Small","Domestic","R&D","Disaster",0.000263379247703234,24
"1091",2012,"Small","Domestic","R&D","OCO",0.149779841287079,NA
"1092",2012,"Small","Domestic","R&D","Residual",6.20568846630103,NA
"1093",2012,"Small","Iraq","Products","Residual",0.0336693734930797,120
"1094",2012,"Small","Iraq","Services","Residual",0.104447814680561,164
"1095",2012,"Small","Regional Support","Products","OCO",0.00163009788048952,23
"1096",2012,"Small","Regional Support","Products","Residual",0.00717150156140636,174
"1097",2012,"Small","Regional Support","Services","OCO",0.0100549573186942,24
"1098",2012,"Small","Regional Support","Services","Residual",0.0690342009148477,255
"1099",2012,"Small","Regional Support","R&D","Residual",3.92082901735633e-05,5
"1100",2012,"Small","Rest of World","Products","ARRA",9.48387391891926e-05,3
"1101",2012,"Small","Rest of World","Products","OCO",0.022596818285072,14
"1102",2012,"Small","Rest of World","Products","Residual",1.5844452703616,4893
"1103",2012,"Small","Rest of World","Services","ARRA",1.04272375720214e-05,1
"1104",2012,"Small","Rest of World","Services","Disaster",0.0027514768975068,1
"1105",2012,"Small","Rest of World","Services","OCO",0.00684239992536684,390
"1106",2012,"Small","Rest of World","Services","Residual",0.991071761559674,7590
"1107",2012,"Small","Rest of World","R&D","Residual",0.0155952914882805,73
"1108",2013,"Big Five","Afghanistan","Products","OCO",0.494742260772213,2747
"1109",2013,"Big Five","Afghanistan","Products","Residual",0.00988866710926621,538
"1110",2013,"Big Five","Afghanistan","Services","OCO",0.529600837951345,7443
"1111",2013,"Big Five","Afghanistan","Services","Residual",0.713266509402357,888
"1112",2013,"Big Five","Afghanistan","R&D","OCO",0.000302235284417689,7
"1113",2013,"Big Five","Afghanistan","R&D","Residual",0.217130975493708,89
"1114",2013,"Big Five","Domestic","Products","ARRA",0.0119424001296864,15
"1115",2013,"Big Five","Domestic","Products","Disaster",0.00420320777931695,389
"1116",2013,"Big Five","Domestic","Products","OCO",0.145176943344573,NA
"1117",2013,"Big Five","Domestic","Products","Residual",69.1328154370047,NA
"1118",2013,"Big Five","Domestic","Services","ARRA",0.0334503516003553,31
"1119",2013,"Big Five","Domestic","Services","Disaster",0.00738569787030234,85
"1120",2013,"Big Five","Domestic","Services","OCO",0.0396612508501088,NA
"1121",2013,"Big Five","Domestic","Services","Residual",22.864118976364,NA
"1122",2013,"Big Five","Domestic","R&D","ARRA",0.00106678382664508,NA
"1123",2013,"Big Five","Domestic","R&D","Disaster",0,1
"1124",2013,"Big Five","Domestic","R&D","OCO",0.0250653953857176,5
"1125",2013,"Big Five","Domestic","R&D","Residual",18.2859016829072,NA
"1126",2013,"Big Five","Iraq","Products","OCO",0,2
"1127",2013,"Big Five","Iraq","Products","Residual",0.00642105735228261,421
"1128",2013,"Big Five","Iraq","Services","OCO",-0.000300039522884218,1
"1129",2013,"Big Five","Iraq","Services","Residual",0.163555243923376,659
"1130",2013,"Big Five","Iraq","R&D","Residual",2.12404780122838e-05,7
"1131",2013,"Big Five","Regional Support","Products","OCO",0.00127066678976819,8
"1132",2013,"Big Five","Regional Support","Products","Residual",0.0368929317343194,1530
"1133",2013,"Big Five","Regional Support","Services","OCO",0.000902204325970929,24
"1134",2013,"Big Five","Regional Support","Services","Residual",0.219343338575564,1628
"1135",2013,"Big Five","Regional Support","R&D","Residual",0.0331055720416185,68
"1136",2013,"Big Five","Rest of World","Products","Disaster",0.00173601984033061,7
"1137",2013,"Big Five","Rest of World","Products","OCO",0.00140649546195766,59
"1138",2013,"Big Five","Rest of World","Products","Residual",0.665555056516868,26102
"1139",2013,"Big Five","Rest of World","Services","ARRA",0.00413400021440118,26
"1140",2013,"Big Five","Rest of World","Services","Disaster",4.4370871257633e-05,12
"1141",2013,"Big Five","Rest of World","Services","OCO",0.00107502789535222,112
"1142",2013,"Big Five","Rest of World","Services","Residual",1.57793973759952,31391
"1143",2013,"Big Five","Rest of World","R&D","ARRA",0,1
"1144",2013,"Big Five","Rest of World","R&D","Residual",0.103649333457824,378
"1145",2013,"Large","Afghanistan","Products","OCO",0.00188492648838636,35
"1146",2013,"Large","Afghanistan","Products","Residual",0.116559519569435,45
"1147",2013,"Large","Afghanistan","Services","Disaster",4.24197579460168e-05,1
"1148",2013,"Large","Afghanistan","Services","OCO",0.681968617619144,206462
"1149",2013,"Large","Afghanistan","Services","Residual",6.73870382364648,36789
"1150",2013,"Large","Afghanistan","R&D","Residual",0.203627283448417,53
"1151",2013,"Large","Domestic","Products","ARRA",0.0282480136674309,NA
"1152",2013,"Large","Domestic","Products","Disaster",0.0214506548879873,145
"1153",2013,"Large","Domestic","Products","OCO",0.106198876225427,NA
"1154",2013,"Large","Domestic","Products","Residual",52.6295123872342,NA
"1155",2013,"Large","Domestic","Services","ARRA",0.071898212142495,NA
"1156",2013,"Large","Domestic","Services","Disaster",0.555496742662796,669
"1157",2013,"Large","Domestic","Services","OCO",0.20835112517371,NA
"1158",2013,"Large","Domestic","Services","Residual",63.2405209087405,NA
"1159",2013,"Large","Domestic","R&D","ARRA",-0.000302781991369667,31
"1160",2013,"Large","Domestic","R&D","Disaster",0.00112397074475773,12
"1161",2013,"Large","Domestic","R&D","OCO",0.00589759584099752,3
"1162",2013,"Large","Domestic","R&D","Residual",18.4845731742173,NA
"1163",2013,"Large","Iraq","Products","Residual",0.0442256388306448,41
"1164",2013,"Large","Iraq","Services","OCO",-0.00663546817577849,17
"1165",2013,"Large","Iraq","Services","Residual",0.488382403474605,324
"1166",2013,"Large","Iraq","R&D","Residual",-3.76391752478429e-05,5
"1167",2013,"Large","Regional Support","Products","OCO",0.00125192166186497,2
"1168",2013,"Large","Regional Support","Products","Residual",2.45560304584545,122
"1169",2013,"Large","Regional Support","Services","OCO",0.304068415645723,179
"1170",2013,"Large","Regional Support","Services","Residual",2.21815781182686,209684
"1171",2013,"Large","Regional Support","R&D","Residual",-0.00683490488132713,12
"1172",2013,"Large","Rest of World","Products","ARRA",0.0202137705800256,3
"1173",2013,"Large","Rest of World","Products","Disaster",1.36280484038143e-05,1
"1174",2013,"Large","Rest of World","Products","OCO",0.0292954680614103,12
"1175",2013,"Large","Rest of World","Products","Residual",4.71530459610373,3553
"1176",2013,"Large","Rest of World","Services","ARRA",-9.97149923349252e-05,2
"1177",2013,"Large","Rest of World","Services","Disaster",0.0143540309379362,4
"1178",2013,"Large","Rest of World","Services","OCO",0.0498830657250937,52
"1179",2013,"Large","Rest of World","Services","Residual",2.66402864690908,405062
"1180",2013,"Large","Rest of World","R&D","Residual",0.562099044825001,93
"1181",2013,"Medium","Afghanistan","Products","Disaster",3.08769316603301e-05,1
"1182",2013,"Medium","Afghanistan","Products","OCO",0.0151120041655204,428
"1183",2013,"Medium","Afghanistan","Products","Residual",1.66174592689941,520
"1184",2013,"Medium","Afghanistan","Services","ARRA",1.74969279408537e-05,3
"1185",2013,"Medium","Afghanistan","Services","Disaster",-1.02923105534434e-05,1
"1186",2013,"Medium","Afghanistan","Services","OCO",1.58041168694663,62802
"1187",2013,"Medium","Afghanistan","Services","Residual",2.11620906000357,9655
"1188",2013,"Medium","Afghanistan","R&D","OCO",0.0313920293827517,9
"1189",2013,"Medium","Afghanistan","R&D","Residual",0.0466633238305528,12
