"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"4311",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","110","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","110","Add","U",2016,"Base",NA,NA,NA,NA,NA,1487,NA,NA,NA,0
"4312",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","111","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","111","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4313",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","112","4516M01001","CBRN Defense","A","Weapon System Cost","112","Add","U",2016,"Base",NA,NA,NA,NA,NA,26302,NA,NA,NA,0
"4314",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","113","2831MX0100","Tactical Bridging","A","Weapon System Cost","113","Add","U",2016,"Base",NA,NA,NA,NA,NA,9822,NA,NA,NA,0
"4315",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","114","3542MA8890","Tactical Bridge, Float-Ribbon","A","Weapon System Cost","114","Add","U",2016,"Base",NA,NA,NA,NA,NA,21516,NA,NA,NA,0
"4316",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","115","3758G06520","Bridge Supplemental Set","A","Weapon System Cost","115","Add","U",2016,"Base",NA,NA,NA,NA,NA,4959,NA,NA,NA,0
"4317",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","116","3974G07000","Common Bridge Transporter (CBT) Recap","A","Weapon System Cost","116","Add","U",2016,"Base",NA,NA,NA,NA,NA,52546,NA,NA,NA,0
"4318",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","117","2881R68400","Grnd Standoff Mine Detectn Sysm (GSTAMIDS)","A","Weapon System Cost","117","Add","U",2016,"Base",NA,NA,NA,NA,NA,58682,NA,NA,NA,0
"4319",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","118","2889R64001","Husky Mounted Detection System (HMDS)","A","Weapon System Cost","118","Add","U",2016,"Base",NA,NA,NA,NA,NA,13565,NA,NA,NA,0
"4320",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","119","4865M80400","Robotic Combat Support System (RCSS)","A","Weapon System Cost","119","Add","U",2016,"Base",NA,NA,NA,NA,NA,2136,NA,NA,NA,0
"4321",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","120","4867W12001","EOD Robotics Systems Recapitalization","A","Weapon System Cost","120","Add","U",2016,"Base",NA,NA,NA,NA,NA,6960,NA,NA,NA,0
"4322",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","121","5900MA9200","Explosive Ordnance Disposal Eqpmt (EOD EQPMT)","A","Weapon System Cost","121","Add","U",2016,"Base",NA,NA,NA,NA,NA,17424,NA,NA,NA,0
"4323",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","122","5912M60001","Remote Demolition Systems","A","Weapon System Cost","122","Add","U",2016,"Base",NA,NA,NA,NA,NA,8284,NA,NA,NA,0
"4324",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","123","5943MA7700","< $5m, Countermine Equipment","A","Weapon System Cost","123","Add","U",2016,"Base",NA,NA,NA,NA,NA,5459,NA,NA,NA,0
"4325",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","124","8500R12001","Family of Boats and Motors","A","Weapon System Cost","124","Add","U",2016,"Base",NA,NA,NA,NA,NA,8429,NA,NA,NA,0
"4326",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","125","0100MF9000","Heaters and ECU'S","A","Weapon System Cost","125","Add","U",2016,"Base",NA,NA,NA,NA,NA,18876,NA,NA,NA,0
"4327",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","126","8380M82700","Laundries, Showers And Latrines","A","Weapon System Cost","126","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4328",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","127","8796MA6800","Soldier Enhancement","A","Weapon System Cost","127","Add","U",2016,"Base",NA,NA,NA,NA,NA,2287,NA,NA,NA,0
"4329",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","128","8822G01101","Personnel Recovery Support System (PRSS)","A","Weapon System Cost","128","Add","U",2016,"Base",NA,NA,NA,NA,NA,7733,NA,NA,NA,0
"4330",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","129","8825R80501","Ground Soldier System","A","Weapon System Cost","129","Add","U",2016,"Base",NA,NA,NA,NA,NA,49798,NA,NA,NA,0
"4331",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","130","8827R80800","Mobile Soldier Power","A","Weapon System Cost","130","Add","U",2016,"Base",NA,NA,NA,NA,NA,43639,NA,NA,NA,0
"4332",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","131","8860M80200","Force Provider","A","Weapon System Cost","131","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4333",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","132","9120M65800","Field Feeding Equipment","A","Weapon System Cost","132","Add","U",2016,"Base",NA,NA,NA,NA,NA,13118,NA,NA,NA,0
"4334",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","133","9140MA7804","Cargo Aerial Del & Personnel Parachute System","A","Weapon System Cost","133","Add","U",2016,"Base",NA,NA,NA,NA,NA,28278,NA,NA,NA,0
"4335",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","134","9197R16500","Mortuary Affairs Systems","A","Weapon System Cost","134","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4336",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","135","9462R70001","Family of Engr Combat and Construction Sets","A","Weapon System Cost","135","Add","U",2016,"Base",NA,NA,NA,NA,NA,34544,NA,NA,NA,0
"4337",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","136","9530ML5301","Items Less Than $5M (Eng Spt)","A","Weapon System Cost","136","Add","U",2016,"Base",NA,NA,NA,NA,NA,595,NA,NA,NA,0
"4338",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","30","Petroleum Equipment","137","0725MB6400","Quality Surveillance Equipment","A","Weapon System Cost","137","Add","U",2016,"Base",NA,NA,NA,NA,NA,5368,NA,NA,NA,0
"4339",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","30","Petroleum Equipment","138","4700MA6000","Distribution Systems, Petroleum & Water","A","Weapon System Cost","138","Add","U",2016,"Base",NA,NA,NA,NA,NA,35381,NA,NA,NA,0
"4340",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","40","Medical Equipment","139","7500MN1000","Combat Support Medical","A","Weapon System Cost","139","Add","U",2016,"Base",NA,NA,NA,NA,NA,73828,NA,NA,NA,0
"4341",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","45","Maintenance Equipment","140","0639G05301","Mobile Maintenance Equipment Systems","A","Weapon System Cost","140","Add","U",2016,"Base",NA,NA,NA,NA,NA,25270,NA,NA,NA,0
"4342",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","45","Maintenance Equipment","141","9562ML5345","Items Less Than $5.0M (Maint Eq)","A","Weapon System Cost","141","Add","U",2016,"Base",NA,NA,NA,NA,NA,2760,NA,NA,NA,0
"4343",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","142","0375R03800","Grader, Road Mtzd, Hvy, 6x4 (CCE)","A","Weapon System Cost","142","Add","U",2016,"Base",NA,NA,NA,NA,NA,5903,NA,NA,NA,0
"4344",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","143","0822RA0100","Scrapers,  Earthmoving","A","Weapon System Cost","143","Add","U",2016,"Base",NA,NA,NA,NA,NA,26125,NA,NA,NA,0
"4345",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","144","3410X02300","Compactor","A","Weapon System Cost","144","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4346",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","145","4428X01500","Hydraulic Excavator","A","Weapon System Cost","145","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4347",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","146","4700M05800","Tractor, Full Tracked","A","Weapon System Cost","146","Add","U",2016,"Base",NA,NA,NA,NA,NA,27156,NA,NA,NA,0
"4348",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","147","4734R06701","All Terrain Cranes","A","Weapon System Cost","147","Add","U",2016,"Base",NA,NA,NA,NA,NA,16750,NA,NA,NA,0
"4349",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","148","6445M08100","Plant, Asphalt Mixing","A","Weapon System Cost","148","Add","U",2016,"Base",NA,NA,NA,NA,NA,984,NA,NA,NA,0
"4350",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","149","7495R05901","High Mobility Engineer Excavator (HMEE)","A","Weapon System Cost","149","Add","U",2016,"Base",NA,NA,NA,NA,NA,2656,NA,NA,NA,0
"4351",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","150","9090R07001","Enhanced Rapid Airfield Construction Capap","A","Weapon System Cost","150","Add","U",2016,"Base",NA,NA,NA,NA,NA,2531,NA,NA,NA,0
"4352",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","151","9113R07005","Family of Diver Support Equipment","A","Weapon System Cost","151","Add","U",2016,"Base",NA,NA,NA,NA,NA,446,NA,NA,NA,0
"4353",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","152","9120M05500","Const Equip Esp","A","Weapon System Cost","152","Add","U",2016,"Base",NA,NA,NA,NA,NA,19640,NA,NA,NA,0
"4354",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","153","9462ML5350","Items Less Than $5.0M (Const Equip)","A","Weapon System Cost","153","Add","U",2016,"Base",NA,NA,NA,NA,NA,5087,NA,NA,NA,0
"4355",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","55","Rail Float Containerization Equipment","154","3569M11101","Army Watercraft Esp","A","Weapon System Cost","154","Add","U",2016,"Base",NA,NA,NA,NA,NA,39772,NA,NA,NA,0
"4356",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","55","Rail Float Containerization Equipment","155","9552ML5355","Items Less Than $5.0M (Float/Rail)","A","Weapon System Cost","155","Add","U",2016,"Base",NA,NA,NA,NA,NA,5835,NA,NA,NA,0
"4357",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","60","Generators","156","0426MA9800","Generators and Associated Equip","A","Weapon System Cost","156","Add","U",2016,"Base",NA,NA,NA,NA,NA,166356,NA,NA,NA,0
"4358",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","60","Generators","157","9012R42501","Tactical Electric Power Recapitalization","A","Weapon System Cost","157","Add","U",2016,"Base",NA,NA,NA,NA,NA,11505,NA,NA,NA,0
"4359",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","65","Material Handling Equipment","158","5382M41200","Rough Terrain Container Handler (RTCH)","A","Weapon System Cost","158","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4360",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","65","Material Handling Equipment","159","5558G41001","Family of Forklifts","A","Weapon System Cost","159","Add","U",2016,"Base",NA,NA,NA,NA,NA,17496,NA,NA,NA,0
"4361",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","160","1780MA6600","Combat Training Centers Support","A","Weapon System Cost","160","Add","U",2016,"Base",NA,NA,NA,NA,NA,74916,NA,NA,NA,0
"4362",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","161","2062NA0100","Training Devices, Nonsystem","A","Weapon System Cost","161","Add","U",2016,"Base",NA,NA,NA,NA,NA,303236,NA,NA,NA,0
"4363",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","162","6650NA0170","Close Combat Tactical Trainer","A","Weapon System Cost","162","Add","U",2016,"Base",NA,NA,NA,NA,NA,45210,NA,NA,NA,0
"4364",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","163","6800NA0173","Aviation Combined Arms Tactical Trainer","A","Weapon System Cost","163","Add","U",2016,"Base",NA,NA,NA,NA,NA,30068,NA,NA,NA,0
"4365",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","70","Training Equipment","164","6860NA0176","Gaming Technology In Support of Army Training","A","Weapon System Cost","164","Add","U",2016,"Base",NA,NA,NA,NA,NA,9793,NA,NA,NA,0
"4366",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","165","0100N10000","Calibration Sets Equipment","A","Weapon System Cost","165","Add","U",2016,"Base",NA,NA,NA,NA,NA,4650,NA,NA,NA,0
"4367",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","166","0200MB4000","Integrated Family of Test Equipment (IFTE)","A","Weapon System Cost","166","Add","U",2016,"Base",NA,NA,NA,NA,NA,34487,NA,NA,NA,0
"4368",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","167","0600N11000","Test Equipment Modernization (TEMOD)","A","Weapon System Cost","167","Add","U",2016,"Base",NA,NA,NA,NA,NA,11083,NA,NA,NA,0
"4369",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","168","0000M62550","M25 Stabilized Binocular","A","Weapon System Cost","168","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4370",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","169","0017M80101","Rapid Equipping Soldier Support Equipment","A","Weapon System Cost","169","Add","U",2016,"Base",NA,NA,NA,NA,NA,17937,NA,NA,NA,0
"4371",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","170","0050MA0780","Physical Security Systems (OPA3)","A","Weapon System Cost","170","Add","U",2016,"Base",NA,NA,NA,NA,NA,52040,NA,NA,NA,0
"4372",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","171","0312MB7000","Base Level Common Equipment","A","Weapon System Cost","171","Add","U",2016,"Base",NA,NA,NA,NA,NA,1568,NA,NA,NA,0
"4373",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","172","1110MA4500","Modification of In-Svc Equipment (OPA-3)","A","Weapon System Cost","172","Add","U",2016,"Base",NA,NA,NA,NA,NA,64219,NA,NA,NA,0
"4374",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","173","1220MA0450","Production Base Support (OTH)","A","Weapon System Cost","173","Add","U",2016,"Base",NA,NA,NA,NA,NA,1525,NA,NA,NA,0
"4375",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","174","1572MA6700","Special Equipment for User Testing","A","Weapon System Cost","174","Add","U",2016,"Base",NA,NA,NA,NA,NA,3268,NA,NA,NA,0
"4376",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","175","3569G01001","AMC Critical Items OPA3","A","Weapon System Cost","175","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4377",2016,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","90","Other Support Equipment","176","9219MA8975","Tractor Yard","A","Weapon System Cost","176","Add","U",2016,"Base",NA,NA,NA,NA,NA,7191,NA,NA,NA,0
"4378",2016,"2035A","Other Procurement, Army","ARMY","04","Spare and Repair Parts","20","OPA2","177","0200BS9100","Initial Spares - C&E","A","Weapon System Cost","177","Add","U",2016,"Base",NA,NA,NA,NA,NA,48511,NA,NA,NA,0
"4379",2016,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","01","Network Attack","01","Network Attack","1  ","JIED01","Attack the Network","A","Weapon System Cost","1  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4380",2016,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","02","JIEDDO Device Defeat","01","JIEDDO Device Defeat","2  ","JIED02","Defeat the Device","A","Weapon System Cost","2  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4381",2016,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","03","Force Training","01","Force Training","3  ","JIED03","Train the Force","A","Weapon System Cost","3  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4382",2016,"2093A","Joint Impr Explosive Dev Defeat Fund","ARMY","04","Staff and Infrastructure","01","Staff and Infrastructure","4  ","JIED04","Operations","A","Weapon System Cost","4  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4383",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","1  ","0143","EA-18G","A","Weapon System Cost","1  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4384",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","1  ","0143","EA-18G","B","Less: Advance Procurement (PY)","1  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4385",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","2  ","0145","F/A-18E/F (Fighter) Hornet","A","Weapon System Cost","2  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4386",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","2  ","0145","F/A-18E/F (Fighter) Hornet","B","Less: Advance Procurement (PY)","2  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4387",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","3  ","0147","Joint Strike Fighter CV","A","Weapon System Cost","3  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,926942,NA,NA,NA,4
"4388",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","3  ","0147","Joint Strike Fighter CV","B","Less: Advance Procurement (PY)","3  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-29400,NA,NA,NA,0
"4389",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","4  ","0147","Joint Strike Fighter CV","C","Advance Procurement (CY)","4  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,48630,NA,NA,NA,0
"4390",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","5  ","0152","JSF STOVL","A","Weapon System Cost","5  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,1627299,NA,NA,NA,9
"4391",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","5  ","0152","JSF STOVL","B","Less: Advance Procurement (PY)","5  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-143885,NA,NA,NA,0
"4392",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","6  ","0152","JSF STOVL","C","Advance Procurement (CY)","6  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,203060,NA,NA,NA,0
"4393",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","7  ","0158","CH-53K (Heavy Lift)","C","Advance Procurement (CY)","7  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,41300,NA,NA,NA,0
"4394",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","8  ","0164","V-22 (Medium Lift)","A","Weapon System Cost","8  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,1503863,NA,NA,NA,19
"4395",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","8  ","0164","V-22 (Medium Lift)","B","Less: Advance Procurement (PY)","8  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-67508,NA,NA,NA,0
"4396",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","9  ","0164","V-22 (Medium Lift)","C","Advance Procurement (CY)","9  ","Add","U",2016,"Base",NA,NA,NA,NA,NA,43853,NA,NA,NA,0
"4397",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","10 ","0178","H-1 Upgrades (UH-1Y/AH-1Z)","A","Weapon System Cost","10 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,863411,NA,NA,NA,28
"4398",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","10 ","0178","H-1 Upgrades (UH-1Y/AH-1Z)","B","Less: Advance Procurement (PY)","10 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-63354,NA,NA,NA,0
"4399",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","11 ","0178","H-1 Upgrades (UH-1Y/AH-1Z)","C","Advance Procurement (CY)","11 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,56168,NA,NA,NA,0
"4400",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","12 ","0179","MH-60S (MYP)","A","Weapon System Cost","12 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,28232,NA,NA,NA,0
"4401",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","12 ","0179","MH-60S (MYP)","B","Less: Advance Procurement (PY)","12 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4402",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","13 ","0179","MH-60S (MYP)","C","Advance Procurement (CY)","13 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4403",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","14 ","0182","MH-60R (MYP)","A","Weapon System Cost","14 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,1185423,NA,NA,NA,29
"4404",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","14 ","0182","MH-60R (MYP)","B","Less: Advance Procurement (PY)","14 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-215432,NA,NA,NA,0
"4405",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","15 ","0182","MH-60R (MYP)","C","Advance Procurement (CY)","15 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,0,NA,NA,NA,0
"4406",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","16 ","0193","P-8A Poseidon","A","Weapon System Cost","16 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,3196221,NA,NA,NA,16
"4407",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","16 ","0193","P-8A Poseidon","B","Less: Advance Procurement (PY)","16 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-187293,NA,NA,NA,0
"4408",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","17 ","0193","P-8A Poseidon","C","Advance Procurement (CY)","17 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,269568,NA,NA,NA,0
"4409",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","18 ","0195","E-2D Adv Hawkeye","A","Weapon System Cost","18 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,1032831,NA,NA,NA,5
"4410",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","18 ","0195","E-2D Adv Hawkeye","B","Less: Advance Procurement (PY)","18 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-175177,NA,NA,NA,0
"4411",2016,"1506N","Aircraft Procurement, Navy","NAVY","01","Combat Aircraft","01","Combat Aircraft","19 ","0195","E-2D Adv Hawkeye","C","Advance Procurement (CY)","19 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,195336,NA,NA,NA,0
"4412",2016,"1506N","Aircraft Procurement, Navy","NAVY","03","Trainer Aircraft","01","Trainer Aircraft","20 ","0339","JPATS","A","Weapon System Cost","20 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,8914,NA,NA,NA,0
"4413",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","21 ","0416","KC-130J","A","Weapon System Cost","21 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,208502,NA,NA,NA,2
"4414",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","21 ","0416","KC-130J","B","Less: Advance Procurement (PY)","21 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-16288,NA,NA,NA,0
"4415",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","22 ","0416","KC-130J","C","Advance Procurement (CY)","22 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,24451,NA,NA,NA,0
"4416",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0442","MQ-4 Triton","A","Weapon System Cost","23 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,514729,NA,NA,NA,3
"4417",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0442","MQ-4 Triton","B","Less: Advance Procurement (PY)","23 ","Add","U",2016,"Base",NA,NA,NA,NA,NA,-20470,NA,NA,NA,0
