"Account","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","FiscalYear","Actual","App","Base_App","Base_PB","OCO_App","OCO_PB","PB","Quant_Actual","Quant_App","Quant_Base_App","Quant_Base_PB","Quant_OCO_App","Quant_OCO_PB","Quant_PB"
"2035A","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","5943MA7700","< $5m, Countermine Equipment","A","Weapon System Cost","Add","U",2016,,0,5459,,0,,,,5459,0,,0,,
"2035A","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","8500R12001","Family of Boats and Motors","A","Weapon System Cost","Add","U",2016,,0,8429,,0,,,,8429,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","0100MF9000","Heaters and ECU'S","A","Weapon System Cost","Add","U",2016,,0,18876,,0,,,,18876,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","8796MA6800","Soldier Enhancement","A","Weapon System Cost","Add","U",2016,,0,2287,,0,,,,2287,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","8822G01101","Personnel Recovery Support System (PRSS)","A","Weapon System Cost","Add","U",2016,,0,7733,,0,,,,7733,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","8825R80501","Ground Soldier System","A","Weapon System Cost","Add","U",2016,,0,49798,,0,,,,49798,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","8827R80800","Mobile Soldier Power","A","Weapon System Cost","Add","U",2016,,0,38639,,0,,,,38639,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","8860M80200","Force Provider","A","Weapon System Cost","Add","U",2016,,0,0,,53800,,,,53800,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","9120M65800","Field Feeding Equipment","A","Weapon System Cost","Add","U",2016,,0,13118,,0,,,,13118,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","9140MA7804","Cargo Aerial Del & Personnel Parachute System","A","Weapon System Cost","Add","U",2016,,0,28278,,700,,,,28978,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","9462R70001","Family of Engr Combat and Construction Sets","A","Weapon System Cost","Add","U",2016,,0,34544,,0,,,,34544,0,,0,,
"2035A","03","Other Support Equipment","25","Combat Service Support Equipment","9530ML5301","Items Less Than $5M (Eng Spt)","A","Weapon System Cost","Add","U",2016,,0,595,,0,,,,595,0,,0,,
"2035A","03","Other Support Equipment","30","Petroleum Equipment","0725MB6400","Quality Surveillance Equipment","A","Weapon System Cost","Add","U",2016,,0,5368,,0,,,,5368,0,,0,,
"2035A","03","Other Support Equipment","30","Petroleum Equipment","4700MA6000","Distribution Systems, Petroleum & Water","A","Weapon System Cost","Add","U",2016,,0,35381,,0,,,,35381,0,,0,,
"2035A","03","Other Support Equipment","40","Medical Equipment","7500MN1000","Combat Support Medical","A","Weapon System Cost","Add","U",2016,,0,73828,,0,,,,73828,0,,0,,
"2035A","03","Other Support Equipment","45","Maintenance Equipment","0639G05301","Mobile Maintenance Equipment Systems","A","Weapon System Cost","Add","U",2016,,0,25270,,0,,,,25270,0,,0,,
"2035A","03","Other Support Equipment","45","Maintenance Equipment","9562ML5345","Items Less Than $5.0M (Maint Eq)","A","Weapon System Cost","Add","U",2016,,0,2760,,0,,,,2760,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","0375R03800","Grader, Road Mtzd, Hvy, 6x4 (CCE)","A","Weapon System Cost","Add","U",2016,,0,5903,,0,,,,5903,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","0822RA0100","Scrapers,  Earthmoving","A","Weapon System Cost","Add","U",2016,,0,26125,,0,,,,26125,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","3410X02300","Compactor","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","4428X01500","Hydraulic Excavator","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","4700M05800","Tractor, Full Tracked","A","Weapon System Cost","Add","U",2016,,0,27156,,0,,,,27156,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","4734R06701","All Terrain Cranes","A","Weapon System Cost","Add","U",2016,,0,16750,,0,,,,16750,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","6445M08100","Plant, Asphalt Mixing","A","Weapon System Cost","Add","U",2016,,0,984,,0,,,,984,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","7495R05901","High Mobility Engineer Excavator (HMEE)","A","Weapon System Cost","Add","U",2016,,0,2656,,0,,,,2656,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","9090R07001","Enhanced Rapid Airfield Construction Capap","A","Weapon System Cost","Add","U",2016,,0,2531,,0,,,,2531,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","9113R07005","Family of Diver Support Equipment","A","Weapon System Cost","Add","U",2016,,0,446,,0,,,,446,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","9120M05500","Const Equip Esp","A","Weapon System Cost","Add","U",2016,,0,19640,,0,,,,19640,0,,0,,
"2035A","03","Other Support Equipment","50","Construction Equipment","9462ML5350","Items Less Than $5.0M (Const Equip)","A","Weapon System Cost","Add","U",2016,,0,5087,,0,,,,5087,0,,0,,
"2035A","03","Other Support Equipment","55","Rail Float Containerization Equipment","3569M11101","Army Watercraft Esp","A","Weapon System Cost","Add","U",2016,,0,39772,,0,,,,39772,0,,0,,
"2035A","03","Other Support Equipment","55","Rail Float Containerization Equipment","9552ML5355","Items Less Than $5.0M (Float/Rail)","A","Weapon System Cost","Add","U",2016,,0,5835,,0,,,,5835,0,,0,,
"2035A","03","Other Support Equipment","60","Generators","0426MA9800","Generators and Associated Equip","A","Weapon System Cost","Add","U",2016,,0,166356,,0,,,,166356,0,,0,,
"2035A","03","Other Support Equipment","60","Generators","9012R42501","Tactical Electric Power Recapitalization","A","Weapon System Cost","Add","U",2016,,0,11505,,0,,,,11505,0,,0,,
"2035A","03","Other Support Equipment","65","Material Handling Equipment","5558G41001","Family of Forklifts","A","Weapon System Cost","Add","U",2016,,0,17496,,10486,,,,27982,0,,0,,
"2035A","03","Other Support Equipment","70","Training Equipment","1780MA6600","Combat Training Centers Support","A","Weapon System Cost","Add","U",2016,,0,74916,,0,,,,74916,0,,0,,
"2035A","03","Other Support Equipment","70","Training Equipment","2062NA0100","Training Devices, Nonsystem","A","Weapon System Cost","Add","U",2016,,0,278236,,0,,,,278236,0,,0,,
"2035A","03","Other Support Equipment","70","Training Equipment","6650NA0170","Close Combat Tactical Trainer","A","Weapon System Cost","Add","U",2016,,0,45210,,0,,,,45210,0,,0,,
"2035A","03","Other Support Equipment","70","Training Equipment","6800NA0173","Aviation Combined Arms Tactical Trainer","A","Weapon System Cost","Add","U",2016,,0,30068,,0,,,,30068,0,,0,,
"2035A","03","Other Support Equipment","70","Training Equipment","6860NA0176","Gaming Technology In Support of Army Training","A","Weapon System Cost","Add","U",2016,,0,9793,,0,,,,9793,0,,0,,
"2035A","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","0100N10000","Calibration Sets Equipment","A","Weapon System Cost","Add","U",2016,,0,4650,,0,,,,4650,0,,0,,
"2035A","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","0200MB4000","Integrated Family of Test Equipment (IFTE)","A","Weapon System Cost","Add","U",2016,,0,34487,,0,,,,34487,0,,0,,
"2035A","03","Other Support Equipment","80","Test Measure and Dig Equipment (TMD)","0600N11000","Test Equipment Modernization (TEMOD)","A","Weapon System Cost","Add","U",2016,,0,11083,,0,,,,11083,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","0000M62550","M25 Stabilized Binocular","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","0017M80101","Rapid Equipping Soldier Support Equipment","A","Weapon System Cost","Add","U",2016,,0,17937,,8500,,,,26437,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","0050MA0780","Physical Security Systems (OPA3)","A","Weapon System Cost","Add","U",2016,,0,52040,,0,,,,52040,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","0312MB7000","Base Level Common Equipment","A","Weapon System Cost","Add","U",2016,,0,1568,,0,,,,1568,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","1110MA4500","Modification of In-Svc Equipment (OPA-3)","A","Weapon System Cost","Add","U",2016,,0,64219,,0,,,,64219,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","1220MA0450","Production Base Support (OTH)","A","Weapon System Cost","Add","U",2016,,0,1525,,0,,,,1525,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","1572MA6700","Special Equipment for User Testing","A","Weapon System Cost","Add","U",2016,,0,6268,,0,,,,6268,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","3569G01001","AMC Critical Items OPA3","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","9219MA8975","Tractor Yard","A","Weapon System Cost","Add","U",2016,,0,7191,,0,,,,7191,0,,0,,
"2035A","03","Other Support Equipment","90","Other Support Equipment","9900MA9999","Closed Account Adjustments","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"2035A","04","Spare and Repair Parts","20","OPA2","0200BS9100","Initial Spares - C&E","A","Weapon System Cost","Add","U",2016,,0,48511,,0,,,,48511,0,,0,,
"2093A","01","Network Attack","01","Network Attack","JIED01","Attack the Network","A","Weapon System Cost","Add","U",2016,,0,0,,219550,,,,219550,0,,0,,
"2093A","02","JIEDDO Device Defeat","01","JIEDDO Device Defeat","JIED02","Defeat the Device","A","Weapon System Cost","Add","U",2016,,0,0,,77600,,,,77600,0,,0,,
"2093A","03","Force Training","01","Force Training","JIED03","Train the Force","A","Weapon System Cost","Add","U",2016,,0,0,,7850,,,,7850,0,,0,,
"2093A","04","Staff and Infrastructure","01","Staff and Infrastructure","JIED04","Operations","A","Weapon System Cost","Add","U",2016,,0,0,,44464,,,,44464,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0143","EA-18G","A","Weapon System Cost","Add","U",2016,,10,858000,,0,,,,858000,10,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0145","F/A-18E/F (Fighter) Hornet","A","Weapon System Cost","Add","U",2016,,5,350000,,0,,,,350000,5,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0147","Joint Strike Fighter CV","A","Weapon System Cost","Add","U",2016,,6,1062542,,0,,,,1062542,6,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0147","Joint Strike Fighter CV","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-29400,,0,,,,-29400,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0147","Joint Strike Fighter CV","C","Advance Procurement (CY)","Add","U",2016,,0,48630,,0,,,,48630,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0147","Joint Strike Fighter CV","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0147","Joint Strike Fighter CV","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,48630,,0,,,,48630,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0147","Joint Strike Fighter CV","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0152","JSF STOVL","A","Weapon System Cost","Add","U",2016,,15,2291599,,0,,,,2291599,15,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0152","JSF STOVL","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-143885,,0,,,,-143885,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0152","JSF STOVL","C","Advance Procurement (CY)","Add","U",2016,,0,203060,,0,,,,203060,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0152","JSF STOVL","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0152","JSF STOVL","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,203060,,0,,,,203060,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0152","JSF STOVL","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0158","CH-53K (Heavy Lift)","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0158","CH-53K (Heavy Lift)","B","Less: Advance Procurement (PY)","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0158","CH-53K (Heavy Lift)","C","Advance Procurement (CY)","Add","U",2016,,0,41300,,0,,,,41300,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0158","CH-53K (Heavy Lift)","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,41300,,0,,,,41300,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0158","CH-53K (Heavy Lift)","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0164","V-22 (Medium Lift)","A","Weapon System Cost","Add","U",2016,,19,1463609,,0,,,,1463609,19,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0164","V-22 (Medium Lift)","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-67254,,0,,,,-67254,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0164","V-22 (Medium Lift)","C","Advance Procurement (CY)","Add","U",2016,,0,43853,,0,,,,43853,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0164","V-22 (Medium Lift)","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0164","V-22 (Medium Lift)","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,43853,,0,,,,43853,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0164","V-22 (Medium Lift)","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0178","H-1 Upgrades (UH-1Y/AH-1Z)","A","Weapon System Cost","Add","U",2016,,29,847308,,0,,,,847308,29,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0178","H-1 Upgrades (UH-1Y/AH-1Z)","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-63354,,0,,,,-63354,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0178","H-1 Upgrades (UH-1Y/AH-1Z)","C","Advance Procurement (CY)","Add","U",2016,,0,56168,,0,,,,56168,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0178","H-1 Upgrades (UH-1Y/AH-1Z)","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0178","H-1 Upgrades (UH-1Y/AH-1Z)","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,56168,,0,,,,56168,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0178","H-1 Upgrades (UH-1Y/AH-1Z)","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0179","MH-60S (MYP)","A","Weapon System Cost","Add","U",2016,,0,28232,,0,,,,28232,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0179","MH-60S (MYP)","B","Less: Advance Procurement (PY)","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0182","MH-60R (MYP)","A","Weapon System Cost","Add","U",2016,,29,1168892,,0,,,,1168892,29,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0182","MH-60R (MYP)","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-226592,,0,,,,-226592,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0182","MH-60R (MYP)","C","Advance Procurement (CY)","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0182","MH-60R (MYP)","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","A","Weapon System Cost","Add","U",2016,,17,3181152,,0,,,,3181152,17,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-203387,,0,,,,-203387,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","Advance Procurement (CY)","Add","U",2016,,0,250568,,0,,,,250568,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2015 for FY 2017) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2015 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2015 for FY 2019) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,240773,,0,,,,240773,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2016 for FY 2018) (M)","Non-Add","U",2016,,0,5499,,0,,,,5499,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2016 for FY 2019) (M)","Non-Add","U",2016,,0,4296,,0,,,,4296,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0193","P-8A Poseidon","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","A","Weapon System Cost","Add","U",2016,,5,1023831,,0,,,,1023831,5,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-175177,,0,,,,-175177,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","Advance Procurement (CY)","Add","U",2016,,0,195336,,0,,,,195336,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","C (FY 2015 for FY 2017) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","C (FY 2015 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,143181,,0,,,,143181,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","C (FY 2016 for FY 2018) (M)","Non-Add","U",2016,,0,52155,,0,,,,52155,0,,0,,
"1506N","01","Combat Aircraft","01","Combat Aircraft","0195","E-2D Adv Hawkeye","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","03","Trainer Aircraft","01","Trainer Aircraft","0339","JPATS","A","Weapon System Cost","Add","U",2016,,0,8914,,0,,,,8914,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0416","KC-130J","A","Weapon System Cost","Add","U",2016,,2,201339,,0,,,,201339,2,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0416","KC-130J","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-16288,,0,,,,-16288,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0416","KC-130J","C","Advance Procurement (CY)","Add","U",2016,,0,24451,,0,,,,24451,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0416","KC-130J","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,24451,,0,,,,24451,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0416","KC-130J","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0442","MQ-4 Triton","A","Weapon System Cost","Add","U",2016,,4,632755,,0,,,,632755,4,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0442","MQ-4 Triton","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-67670,,0,,,,-67670,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0442","MQ-4 Triton","C","Advance Procurement (CY)","Add","U",2016,,0,54577,,0,,,,54577,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0442","MQ-4 Triton","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0442","MQ-4 Triton","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,54577,,0,,,,54577,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0442","MQ-4 Triton","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0443","MQ-8 UAV","A","Weapon System Cost","Add","U",2016,,5,163680,,0,,,,163680,5,,0,,
"1506N","04","Other Aircraft","01","Other Aircraft","0444","STUASL0 UAV","A","Weapon System Cost","Add","U",2016,,3,3450,,53848,,,,57298,0,,3,,
"1506N","04","Other Aircraft","01","Other Aircraft","0465","Other Support Aircraft","A","Weapon System Cost","Add","U",2016,,1,15100,,0,,,,15100,1,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0511","EA-6 Series","A","Weapon System Cost","Add","U",2016,,0,7799,,0,,,,7799,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0513","AEA Systems","A","Weapon System Cost","Add","U",2016,,0,36233,,0,,,,36233,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0514","AV-8 Series","A","Weapon System Cost","Add","U",2016,,0,39619,,38509,,,,78128,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0522","Adversary","A","Weapon System Cost","Add","U",2016,,0,5441,,0,,,,5441,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0525","F-18 Series","A","Weapon System Cost","Add","U",2016,,0,913221,,7130,,,,920351,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0526","H-46 Series","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0528","H-53 Series","A","Weapon System Cost","Add","U",2016,,0,36000,,0,,,,36000,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0530","SH-60 Series","A","Weapon System Cost","Add","U",2016,,0,94899,,0,,,,94899,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0532","H-1 Series","A","Weapon System Cost","Add","U",2016,,0,36668,,0,,,,36668,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0537","EP-3 Series","A","Weapon System Cost","Add","U",2016,,0,41784,,6300,,,,48084,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0538","P-3 Series","A","Weapon System Cost","Add","U",2016,,0,3067,,0,,,,3067,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0544","E-2 Series","A","Weapon System Cost","Add","U",2016,,0,19113,,0,,,,19113,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0549","Trainer A/C Series","A","Weapon System Cost","Add","U",2016,,0,27980,,0,,,,27980,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0556","C-2A","A","Weapon System Cost","Add","U",2016,,0,7157,,0,,,,7157,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0560","C-130 Series","A","Weapon System Cost","Add","U",2016,,0,65935,,0,,,,65935,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0561","FEWSG","A","Weapon System Cost","Add","U",2016,,0,633,,0,,,,633,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0562","Cargo/Transport A/C Series","A","Weapon System Cost","Add","U",2016,,0,8916,,0,,,,8916,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0564","E-6 Series","A","Weapon System Cost","Add","U",2016,,0,178987,,0,,,,178987,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0566","Executive Helicopters Series","A","Weapon System Cost","Add","U",2016,,0,66624,,0,,,,66624,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0567","Special Project Aircraft","A","Weapon System Cost","Add","U",2016,,0,21988,,14198,,,,36186,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0569","T-45 Series","A","Weapon System Cost","Add","U",2016,,0,81734,,0,,,,81734,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0570","Power Plant Changes","A","Weapon System Cost","Add","U",2016,,0,9917,,0,,,,9917,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0571","JPATS Series","A","Weapon System Cost","Add","U",2016,,0,12537,,0,,,,12537,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0576","Common ECM Equipment","A","Weapon System Cost","Add","U",2016,,0,123732,,71174,,,,194906,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0577","Common Avionics Changes","A","Weapon System Cost","Add","U",2016,,0,155602,,13988,,,,169590,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0581","Common Defensive Weapon System","A","Weapon System Cost","Add","U",2016,,0,3062,,0,,,,3062,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0582","ID Systems","A","Weapon System Cost","Add","U",2016,,0,41063,,0,,,,41063,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0586","P-8 Series","A","Weapon System Cost","Add","U",2016,,0,28092,,0,,,,28092,0,,0,,
